Scenario,User,st_a_ave,st_ag,st_angle_ave,st_cl,st_d_f_ave,st_d_lf_ave,st_d_rf_ave,st_ls_a,st_ls_l,st_ls_r,st_nc,st_os,st_t_stamp,st_tc,st_v_ave
0.0,36.0,1.17467773428,0,0.0156314569432,2,90.6528531658,128.544660448,148.678549794,0,0,0,0,0,30.1284,0,7.6006237958
1.0,36.0,0.671353324844,0,0.0,1,108.129778909,130.466006547,119.905818022,0,0,0,0,0,30.0419,0,11.2142422714
0.0,37.0,1.47144784804,0,0.0127747699102,1,82.9806399342,56.2132845925,156.161018426,0,0,0,0,0,30.1287,0,18.9147564036
1.0,37.0,1.25381974723,0,0.0181236566592,1,88.3004487636,57.5678325405,167.752154402,0,0,0,0,0,30.0888,0,14.7704078036
0.0,38.0,0.868838280171,0,0.0,1,95.9619911579,140.799387121,186.811526033,0,0,0,0,0,30.0454,0,10.7748251404
1.0,38.0,1.21837865267,0,0.0104639123246,1,90.9855903774,93.2704998009,88.5351552498,0,0,0,0,0,30.0747,0,8.74738317943
0.0,39.0,0.888583099783,0,0.0,1,134.545603359,120.096046217,148.72883077,0,0,0,0,0,30.0783,0,9.90645276144
1.0,39.0,1.17571802077,0,0.0,1,84.1283341841,125.691429743,89.3816325641,0,0,0,0,0,30.0613,0,13.0086692681
0.0,40.0,1.12499888683,0,0.0112255016976,2,120.899408934,50.3498824217,200.0,0,0,0,0,0,30.0963,0,16.90492021
1.0,40.0,1.33423498236,1,0.0102028,0,95.0374145819,127.17006399,54.3263797706,0,0,0,0,1,30.0177,0,18.7924697122
0.0,41.0,1.0964125158,0,0.01059446002,2,111.379006929,126.152980301,173.011897026,0,0,0,0,0,30.0286,0,10.7811437614
1.0,41.0,1.47077676617,0,0.0217750205455,2,67.3136086547,48.841641937,93.9730323166,0,0,0,0,0,30.0931,0,14.5228879715
0.0,42.0,1.19318195383,0,0.0136694300275,1,53.8527251892,56.9297029205,153.545896272,0,0,0,0,0,30.0441,0,15.6618141717
1.0,42.0,1.73069984879,0,0.0124863542991,2,75.2170845343,72.6421920307,147.681106644,0,0,0,0,0,30.0962,0,16.6552406162
0.0,43.0,1.09395122271,0,0.0104466403904,2,76.9523651542,121.025661277,120.607838371,0,0,0,0,0,30.0639,0,13.4396101168
1.0,43.0,1.17588109583,1,0.0,0,72.0767995714,123.254777149,76.7747741909,1,1,0,1,0,30.0762,1,16.4467424333
0.0,44.0,1.0670711632,0,0.0,2,115.838794498,72.455713086,164.880325329,0,0,0,0,0,30.0594,0,12.6112069264
1.0,44.0,1.21565163258,0,0.0,2,117.234349417,126.628256202,129.460682753,0,0,0,0,0,30.1119,0,16.7555777653
0.0,45.0,0.900444235702,0,0.0,1,152.340954256,194.025249374,159.692498943,0,0,0,0,0,30.1285,0,11.9202582432
1.0,45.0,1.13111700497,1,0.0,2,100.425499785,97.8360482494,123.189791498,1,0,1,1,0,30.0262,1,12.8476384903
0.0,46.0,1.20760158638,1,0.0,2,106.433443427,95.610683016,148.455018223,0,0,0,0,1,30.1286,0,15.4282347554
1.0,46.0,1.12497274714,0,0.011466868534,2,121.944427308,125.620931765,166.326162654,0,0,0,0,0,30.0097,0,13.0018501807
0.0,47.0,1.70571435984,1,0.0131547197852,2,119.099797617,53.2028340715,162.152489125,1,0,1,0,1,30.0461,0,22.0558983983
1.0,47.0,1.65988565976,1,0.0161666777649,0,49.6541926464,162.75285303,57.7192386691,1,1,0,0,0,30.0468,0,15.6423022286
0.0,0.0,1.30518446902,0,0.0055449594739,2,189.644774436,167.099919769,200.0,0,0,0,0,0,35.0703,0,10.1690857382
1.0,0.0,1.64804771167,1,0.00461737525617,2,100.353744243,81.1339687335,170.690707585,0,0,0,0,1,35.0386,0,19.1135327503
0.0,1.0,0.938502589381,0,0.000650685264286,0,93.8876183919,168.364812275,99.4029913224,0,0,0,0,0,35.0041,0,14.7860221527
1.0,1.0,1.44458970579,0,0.0049881681888,0,28.564588564,82.9466809963,129.360265491,0,0,0,0,0,35.0357,0,18.0242934588
0.0,2.0,0.913725066436,1,0.00581089391172,1,58.5489935333,72.5727344107,100.540450868,1,1,0,0,0,35.0055,1,18.9714868136
1.0,2.0,1.46543118561,1,0.00274232102795,2,24.8311676328,65.9981705658,52.2932125584,1,1,1,1,0,35.0201,1,15.0868036537
0.0,3.0,0.949869160657,0,0.00819411177214,2,82.4358603585,121.423073561,95.7778659969,0,0,0,0,0,35.0367,0,14.590165143
1.0,3.0,1.9289542793,1,0.00814601300293,1,35.2512778394,108.260296408,48.3923858097,1,1,0,0,0,35.0024,1,16.6891982605
0.0,4.0,0.784839836496,0,0.0,2,118.692897155,119.764690456,144.334348003,0,0,0,0,0,35.0329,0,15.9459774093
1.0,4.0,1.47692117772,1,0.00535771068014,2,23.9688859396,44.6099905688,172.263233959,1,0,1,0,0,35.0187,0,15.2673601264
0.0,5.0,1.22882973146,1,0.0169536917444,2,110.684049151,161.976243272,146.215243275,1,1,1,0,0,35.0029,0,17.1628866332
1.0,5.0,2.12255919032,1,0.00287835703203,2,61.6344173314,158.063736244,87.7618215792,0,0,0,1,0,35.0342,1,18.1184978593
0.0,6.0,0.960091524226,0,0.00655583870676,2,109.761845039,88.9919419054,156.237587167,0,0,0,0,0,35.0024,0,16.2958841548
1.0,6.0,1.66244213905,1,0.0154193430843,2,60.9786138984,64.2011218373,112.432887639,0,0,0,0,1,35.0195,0,16.275616458
0.0,7.0,1.22273066293,0,0.0,0,27.9852413893,156.287470175,30.6247859097,0,0,0,0,0,35.0202,0,15.2176545649
1.0,7.0,1.97034767721,1,0.0053592622364,2,38.806214892,50.584856925,110.689322381,1,1,1,0,0,35.0321,0,15.7919056536
0.0,8.0,0.911838366485,0,0.00274078007712,2,135.133926166,83.164508344,159.518243927,0,0,0,0,0,35.039,0,19.4423427934
1.0,8.0,1.44851707572,1,0.00749566149717,2,46.1485552941,66.812978208,106.372603344,1,0,1,0,0,35.033,0,14.3612705958
0.0,9.0,1.74562925623,1,0.00211992571848,0,36.8565134251,116.221667947,72.1470003856,0,0,0,0,0,35.0369,1,14.9616736499
1.0,9.0,1.81821828315,0,0.000390629837797,2,54.5636751343,44.170855972,183.112977274,0,0,0,0,0,35.002,0,18.3466406691
0.0,10.0,0.951555963983,0,0.00637353358688,0,115.363308535,191.198238028,82.8489100744,0,0,0,0,0,35.0208,0,16.0505957433
1.0,10.0,2.43215401207,0,0.0080934179217,2,42.9086191598,45.3331340267,121.785619182,0,0,0,0,0,35.0193,0,16.9224630577
0.0,11.0,0.99680655916,0,0.00157058203484,2,68.1858592759,53.774132669,138.661841625,0,0,0,0,0,35.091,0,15.5497239877
1.0,11.0,1.02054953003,1,0.0137420138152,0,40.9492545694,136.758348294,29.1943190298,0,0,0,0,0,35.0403,1,15.8222347595
0.0,12.0,0.848246937768,0,0.0,1,110.143471231,104.25994063,89.1630719237,0,0,0,0,0,35.0088,0,18.9744141263
1.0,12.0,1.88870700491,0,0.0,2,36.7458003324,45.2274600186,132.982264386,0,0,0,0,0,35.0755,0,14.653418683
0.0,13.0,0.737627028644,0,0.0,2,99.9768781204,110.272657328,146.872990424,0,0,0,0,0,35.0749,0,14.153571734
1.0,13.0,1.5708233303,0,0.0124508035541,0,57.3155343121,66.71474782,168.943719788,0,0,0,0,0,35.0715,0,21.0390092906
0.0,14.0,2.42160107779,1,0.00732763732941,1,98.5949718829,146.035180195,86.2947444734,1,0,1,0,0,35.1112,0,14.1677694614
1.0,14.0,1.19184789482,1,0.0,1,59.8514504804,61.0588980255,129.877961444,1,0,1,0,0,35.1234,0,18.3915384559
0.0,15.0,0.81874052795,0,0.00848374793447,2,59.6619685183,107.960727327,72.278153564,0,0,0,0,0,35.0258,0,15.5090219352
1.0,15.0,0.487235272473,0,0.0,1,131.199307761,161.326326644,98.4843946101,0,0,0,0,0,35.0733,0,13.9346278587
0.0,16.0,1.16032623379,1,0.0106432449881,2,55.2806624634,39.1447971037,115.539185401,1,1,1,0,0,35.1245,1,18.2383619235
1.0,16.0,2.06131566504,1,0.00673575502566,1,83.4772432136,123.827297782,111.143880848,0,0,0,1,0,35.0073,1,16.7816966739
0.0,17.0,1.36014605651,1,0.00261472079528,1,62.4366390104,97.962172238,55.1421488095,1,0,1,0,0,35.0234,0,19.7579786052
1.0,17.0,1.80104966918,1,0.0143187144004,2,36.441879258,75.626253879,62.8797480427,1,0,1,0,0,35.1234,0,16.1619502641
0.0,18.0,1.0763361111,1,0.00485332416437,1,66.6360176911,84.3347025595,113.407276821,1,1,0,0,0,35.0238,0,14.4579641576
1.0,18.0,1.16828552206,0,0.0,1,61.4482772264,92.8271519761,58.337045973,0,0,0,0,0,35.0854,0,16.3297018842
0.0,19.0,0.591457368919,0,0.00632015206943,2,90.9414702028,63.0196318706,152.21051264,0,0,0,0,0,35.1222,0,16.9840804004
1.0,19.0,0.852777575222,1,0.0,2,178.436103196,188.722085007,191.405195385,1,1,1,0,0,35.0236,0,11.4472495104
0.0,20.0,0.726241425233,1,0.0,0,148.75671565,173.58176553,141.678033445,1,1,0,0,0,35.0457,0,10.7937396046
1.0,20.0,1.11976970858,0,0.0,1,56.0710206659,79.6481169257,170.675223779,0,0,0,0,0,35.0271,0,19.9385659149
0.0,21.0,0.765834596889,0,0.0,2,22.5744086215,57.5535953958,154.93644615,0,0,0,0,0,35.1301,0,17.2305005586
1.0,21.0,1.30760104503,0,0.0,2,75.1593076598,77.2759192716,187.722986416,0,0,0,0,0,35.0502,0,20.210318436
0.0,22.0,0.93612573626,0,0.0,2,58.2661956519,51.4571649985,76.338369824,0,0,0,0,0,35.0636,0,15.8303199598
1.0,22.0,0.809705696783,0,0.00323143928924,1,141.781821915,161.252703241,119.811727635,0,0,0,0,0,35.0291,0,15.9984947114
0.0,23.0,1.10805067976,0,0.0,2,95.9832023132,92.8112096766,138.95419409,0,0,0,0,0,35.0436,0,19.6648966519
1.0,23.0,1.16923021274,1,0.0,1,140.174397169,139.205761274,187.023141024,1,1,0,0,1,35.0438,1,19.8006933084
0.0,24.0,1.07978297037,0,0.00301760118879,2,105.140085943,73.2115298688,165.8072725,0,0,0,0,0,35.0933,0,14.0354455065
1.0,24.0,0.74980542148,0,0.00137065654628,2,87.7833468817,55.5460585729,194.569963136,0,0,0,0,0,35.0348,0,19.4407770491
0.0,25.0,1.2360336845,0,0.00821153369826,2,42.4604302556,62.4645239706,78.2007847711,0,0,0,0,0,35.0076,0,17.5210130951
1.0,25.0,1.77372939069,1,0.00241980994007,2,37.9585348799,113.490801262,96.0469648865,1,1,1,0,0,35.0448,1,17.6946282162
0.0,26.0,1.12693177888,0,0.0,1,69.3002557652,104.067251847,48.8861785785,0,0,0,0,0,35.1139,0,14.5894851347
1.0,26.0,0.900811526699,0,0.0,2,92.4704041698,72.4793852156,150.201914705,0,0,0,0,0,35.1126,0,17.8103705055
0.0,27.0,0.846684589911,0,0.0,2,93.9789803775,54.9139503583,184.403425862,0,0,0,0,0,35.0078,0,17.7911586848
1.0,27.0,1.2164550267,0,0.00370282357332,2,81.4739991431,120.275408958,79.3468337088,0,0,0,0,0,35.0767,0,16.3641445406
0.0,28.0,1.19350969108,0,0.0,2,90.7350579525,80.7665804045,115.841535083,0,0,0,0,0,35.1306,0,16.5016903028
1.0,28.0,1.43198155281,1,0.0,2,111.74353304,94.1789428127,188.486110249,1,0,1,0,0,35.063,0,22.5062367156
0.0,29.0,0.627626135755,0,0.00103398008533,2,48.6341642523,46.5598807749,103.15137815,0,0,0,0,0,35.0266,0,13.9648580572
1.0,29.0,0.752513267053,1,0.0,1,61.0155399379,72.1250875765,77.1897979875,0,0,0,0,0,35.0113,1,14.8629835628
0.0,30.0,1.48344243858,0,0.00554189879857,2,91.1186552931,101.451341749,142.14160133,0,0,0,0,0,35.1226,0,11.0045421945
1.0,30.0,0.614856092443,0,0.0,2,58.7390488585,45.10814688,107.742394607,0,0,0,0,0,35.0116,0,15.3709857684
0.0,31.0,0.940292376089,1,0.0,1,34.8677885948,38.8246469918,33.6039611206,1,1,0,0,0,35.0087,0,14.4378910413
1.0,31.0,1.09156088528,0,0.0,1,44.9824933881,57.7968631108,109.032426199,0,0,0,0,0,35.1124,0,16.4479369331
0.0,32.0,0.874619794593,0,0.0,2,166.294107387,147.656028601,180.50021733,0,0,0,0,0,35.1098,0,16.5869394469
1.0,32.0,0.945650180919,1,0.00438605294381,0,30.2153023616,100.402794133,90.5357640734,1,1,0,0,0,35.1095,0,16.318055726
0.0,33.0,0.489131977379,0,0.0,1,119.917260358,164.039849235,166.618731791,0,0,0,0,0,35.0892,0,7.75354679519
1.0,33.0,0.552239377868,0,0.0,1,149.438755179,143.104665478,146.958141207,0,0,0,0,0,35.0072,0,10.5013538529
0.0,34.0,0.437850792722,1,0.0,0,141.880259541,159.253167863,163.506097784,1,1,0,0,0,35.1113,0,9.5493645422
1.0,34.0,0.344825349631,0,0.0,1,176.769883639,167.706953999,171.356927919,0,0,0,0,0,35.0423,0,8.29028729544
0.0,35.0,1.11159624543,1,0.00178771,0,93.903020306,164.292944015,94.6782788518,1,1,0,0,0,35.0616,1,20.3239950661
1.0,35.0,1.8263673889,0,0.00449901562843,2,83.3439977677,98.1339122918,98.1082870631,0,0,0,0,0,35.0938,0,12.0315135459
0.0,36.0,1.21688366628,0,0.000319967,2,115.028362857,146.865064285,166.225539122,0,0,0,0,0,35.0613,0,9.04871213493
1.0,36.0,0.570216777062,0,0.0,1,117.914679177,141.881199356,142.979243097,0,0,0,0,0,35.1773,0,13.3197334239
0.0,37.0,1.31418189489,0,0.00423395,1,81.8804393748,57.0136428006,133.981893511,0,0,0,0,0,35.0446,0,20.2165036597
1.0,37.0,1.01794839183,0,0.0029619,1,83.9971882545,56.5171594508,153.289036296,0,0,0,0,0,35.1399,0,15.8354635231
0.0,38.0,0.735639928084,0,0.0,1,106.51495721,138.002297239,182.047674596,0,0,0,0,0,35.1131,0,12.9331673625
1.0,38.0,0.813159120132,1,0.00165416628931,1,106.418470636,106.386907547,106.784570487,1,1,0,0,0,35.0748,0,9.79955133714
0.0,39.0,0.652252992166,0,0.0,1,124.938675844,131.922823367,165.231768601,0,0,0,0,0,35.0654,0,12.0081956269
1.0,39.0,1.05756448168,0,0.0,1,84.6965460309,121.916107015,91.9700262631,0,0,0,0,0,35.1113,0,14.7558347013
0.0,40.0,0.816394190726,1,0.00582726435041,2,144.932750953,50.8449701828,200.0,0,0,0,0,1,35.0295,0,20.0099984158
1.0,40.0,1.13239422415,1,0.00733322905547,0,93.8631933108,147.195818301,51.0836108924,1,1,0,0,1,35.0148,0,21.9979885535
0.0,41.0,0.600280427715,0,0.00439747376844,2,122.433673782,147.771378882,183.012186249,0,0,0,0,0,35.0462,0,12.3719221067
1.0,41.0,1.12906948765,0,0.00519503923095,2,72.9717172394,47.0902530707,118.75383134,0,0,0,0,0,35.0937,0,15.666379785
0.0,42.0,0.98005531174,1,0.00069160660473,1,51.6619241141,56.7643235727,136.877323823,1,1,0,0,0,35.0788,0,18.3187897307
1.0,42.0,1.10032049748,0,0.000939342397503,2,96.0124647261,67.5652016021,154.363638147,0,0,0,0,0,35.0473,0,17.6896647776
0.0,43.0,0.925680671403,0,0.000240125215786,2,79.5836402663,114.865913513,143.941067359,0,0,0,0,0,35.0964,0,16.0497492253
1.0,43.0,1.20919796176,0,0.0,2,73.8521572167,140.917155582,75.2293400413,0,0,0,1,0,35.0087,0,18.6260123005
0.0,44.0,0.785998783468,0,0.0,2,111.676508945,76.0902655058,187.346311751,0,0,0,0,0,35.1105,0,14.4265468778
1.0,44.0,0.903977944106,0,0.0,2,95.5719036174,114.000788696,143.532594416,0,0,0,0,0,35.0775,0,18.4461442092
0.0,45.0,0.771855440082,0,0.0,1,173.104340167,192.618884082,160.869629247,0,0,0,0,0,35.0796,0,14.7939772715
1.0,45.0,0.974350198712,1,0.0,1,97.0279164508,96.5861693579,133.268573221,1,1,0,0,1,35.0586,0,16.5206961129
0.0,46.0,1.20760158638,0,0.0,2,108.093332828,88.0112538148,166.618427813,0,0,0,0,0,35.062,0,19.0116664271
1.0,46.0,1.01293583688,0,0.00572302782275,2,118.745866549,122.847427794,181.865767215,0,0,0,0,0,35.1285,0,15.1880931732
0.0,47.0,1.31736239761,1,0.00107031273357,1,96.3555398394,50.930346274,157.98202534,1,1,1,0,0,35.0641,1,24.4248775257
1.0,47.0,1.32134980454,1,0.0273266628612,2,53.0014056982,161.135349052,51.9641321339,1,0,1,0,0,35.0787,0,16.3976557434
0.0,0.0,1.26011927984,0,0.00185380553324,2,198.786238472,147.171429734,200.0,0,0,0,0,0,40.054,0,14.1829229941
1.0,0.0,1.30586327125,1,0.00131954488424,2,120.512762878,71.5879751298,182.14428843,0,0,0,0,1,40.0712,0,23.1169691645
0.0,1.0,0.813622125825,0,0.00110277,0,89.9643372313,171.381073474,83.1120160633,0,0,0,0,0,40.0046,0,16.4465938983
1.0,1.0,1.37066782495,1,0.0026482382295,0,25.247822278,107.431307738,124.335812193,0,0,0,1,0,40.0021,1,16.6367896371
0.0,2.0,0.638245116226,0,0.00758334516465,2,50.3644310905,74.6904989215,118.215962268,0,0,0,0,0,40.0044,0,19.1983384686
1.0,2.0,0.895317858699,1,0.0041972812092,1,18.3222935108,51.8501126212,67.2299615564,1,1,0,0,0,40.0369,0,15.2822154919
0.0,3.0,0.795916548223,0,0.0150451236688,2,94.8346164098,115.145715655,113.022403696,0,0,0,0,0,40.0206,0,16.5561394889
