Acceleration Average,Angle Variance,Average Angle,Average Distance Lane Switch,Average Duration Lane Switch,Average Front Dist,Average Insertion Space,Average Overtake Right Space,Average Overtake Space,Brake Average,Dist Before Lane Switch,Duration,Freq Collisions,Freq Insertion,Freq Lane Switch,Freq Overtake,Freq Overtake Right,High Speed Average,High Speed Ratio,High Speed Variance,Ratio Inseting too Close,Ratio Overtaking Right too Close,Ratio Overtaking too Close,Ratio too Close,Rotation Avg,Rotation when Lane Switch,Scenario,Speed Average,Speed Dif When Lane Switch,Speed Duration,Speed Rel Other,Speed Variance,Speed When Lane Switch,Time Big Rotation,Time Big Turn,Total Average Angle,User,st_a_ave,st_ag,st_angle_ave,st_cl,st_d_f_ave,st_d_lf_ave,st_d_rf_ave,st_ls_a,st_ls_l,st_ls_r,st_nc,st_os,st_t_stamp,st_tc,st_v_ave
0.974434860141,0.00031708126419,0.0397181061531,28.66,1.9822,150.261488851,0.0,200.0,200.0,1.09111966151,14.0233,148.859275,0.0201532622002,0.0,0.00671775406672,0.0,0.0,19.2150538274,0.489488478296,2.80094866573,0.0,0.0,0.0,0.00145640908166,0.143184760551,0.0487434791192,0.0,13.1831993401,1.22846501928,0.489488478296,0.909638177187,59.0410265449,16.0933791595,34.24768,0.146446366879,0.0152854335406,1.0,0.767431095597,0.0,0.0,0.0,172.319132427,75.647540318,150.230481542,0.0,0.0,0.0,0.0,0.0,180.002,0.0,18.4118667247
0.974434860141,0.00031708126419,0.0397181061531,28.66,1.9822,150.261488851,0.0,200.0,200.0,1.09111966151,14.0233,148.859275,0.0201532622002,0.0,0.00671775406672,0.0,0.0,19.2150538274,0.489488478296,2.80094866573,0.0,0.0,0.0,0.00145640908166,0.143184760551,0.0487434791192,0.0,13.1831993401,1.22846501928,0.489488478296,0.909638177187,59.0410265449,16.0933791595,34.24768,0.146446366879,0.0152854335406,1.0,1.03304121185,0.0,0.0,0.0,160.500097475,107.997376696,122.294823278,0.0,0.0,0.0,0.0,0.0,185.002,0.0,16.7729686857
0.974434860141,0.00031708126419,0.0397181061531,28.66,1.9822,150.261488851,0.0,200.0,200.0,1.09111966151,14.0233,148.859275,0.0201532622002,0.0,0.00671775406672,0.0,0.0,19.2150538274,0.489488478296,2.80094866573,0.0,0.0,0.0,0.00145640908166,0.143184760551,0.0487434791192,0.0,13.1831993401,1.22846501928,0.489488478296,0.909638177187,59.0410265449,16.0933791595,34.24768,0.146446366879,0.0152854335406,1.0,1.29687061683,0.0,0.0,0.0,152.382906103,139.970357822,95.4351810357,0.0,0.0,0.0,0.0,0.0,190.002,0.0,15.3560818291
0.974434860141,0.00031708126419,0.0397181061531,28.66,1.9822,150.261488851,0.0,200.0,200.0,1.09111966151,14.0233,148.859275,0.0201532622002,0.0,0.00671775406672,0.0,0.0,19.2150538274,0.489488478296,2.80094866573,0.0,0.0,0.0,0.00145640908166,0.143184760551,0.0487434791192,0.0,13.1831993401,1.22846501928,0.489488478296,0.909638177187,59.0410265449,16.0933791595,34.24768,0.146446366879,0.0152854335406,1.0,1.45112802007,0.0,0.0,0.0,140.722717397,171.972226657,70.1254304296,0.0,0.0,0.0,0.0,0.0,195.018,0.0,13.7445937691
0.974434860141,0.00031708126419,0.0397181061531,28.66,1.9822,150.261488851,0.0,200.0,200.0,1.09111966151,14.0233,148.859275,0.0201532622002,0.0,0.00671775406672,0.0,0.0,19.2150538274,0.489488478296,2.80094866573,0.0,0.0,0.0,0.00145640908166,0.143184760551,0.0487434791192,0.0,13.1831993401,1.22846501928,0.489488478296,0.909638177187,59.0410265449,16.0933791595,34.24768,0.146446366879,0.0152854335406,1.0,1.36494367149,0.0,0.0,0.0,133.543309487,200.0,50.1603424291,0.0,0.0,0.0,0.0,0.0,200.001,0.0,12.9780116797
0.974434860141,0.00031708126419,0.0397181061531,28.66,1.9822,150.261488851,0.0,200.0,200.0,1.09111966151,14.0233,148.859275,0.0201532622002,0.0,0.00671775406672,0.0,0.0,19.2150538274,0.489488478296,2.80094866573,0.0,0.0,0.0,0.00145640908166,0.143184760551,0.0487434791192,0.0,13.1831993401,1.22846501928,0.489488478296,0.909638177187,59.0410265449,16.0933791595,34.24768,0.146446366879,0.0152854335406,1.0,1.20790481158,0.0,0.0,0.0,112.469365713,200.0,47.9895324368,0.0,0.0,0.0,0.0,0.0,205.018,0.0,15.1215555913
0.974434860141,0.00031708126419,0.0397181061531,28.66,1.9822,150.261488851,0.0,200.0,200.0,1.09111966151,14.0233,148.859275,0.0201532622002,0.0,0.00671775406672,0.0,0.0,19.2150538274,0.489488478296,2.80094866573,0.0,0.0,0.0,0.00145640908166,0.143184760551,0.0487434791192,0.0,13.1831993401,1.22846501928,0.489488478296,0.909638177187,59.0410265449,16.0933791595,34.24768,0.146446366879,0.0152854335406,1.0,0.912096011153,0.0,0.0,0.0,117.678220573,200.0,47.2922775747,0.0,0.0,0.0,0.0,0.0,210.017,0.0,16.8934148392
0.974434860141,0.00031708126419,0.0397181061531,28.66,1.9822,150.261488851,0.0,200.0,200.0,1.09111966151,14.0233,148.859275,0.0201532622002,0.0,0.00671775406672,0.0,0.0,19.2150538274,0.489488478296,2.80094866573,0.0,0.0,0.0,0.00145640908166,0.143184760551,0.0487434791192,0.0,13.1831993401,1.22846501928,0.489488478296,0.909638177187,59.0410265449,16.0933791595,34.24768,0.146446366879,0.0152854335406,1.0,0.881699729483,0.0,0.0,0.0,129.485048626,200.0,50.7000699821,0.0,0.0,0.0,0.0,0.0,215.035,0.0,17.8479712977
0.974434860141,0.00031708126419,0.0397181061531,28.66,1.9822,150.261488851,0.0,200.0,200.0,1.09111966151,14.0233,148.859275,0.0201532622002,0.0,0.00671775406672,0.0,0.0,19.2150538274,0.489488478296,2.80094866573,0.0,0.0,0.0,0.00145640908166,0.143184760551,0.0487434791192,0.0,13.1831993401,1.22846501928,0.489488478296,0.909638177187,59.0410265449,16.0933791595,34.24768,0.146446366879,0.0152854335406,1.0,0.92722622749,0.0,0.0,0.0,137.981529528,200.0,64.0791665387,0.0,0.0,0.0,0.0,0.0,220.0,0.0,19.0903298525
0.974434860141,0.00031708126419,0.0397181061531,28.66,1.9822,150.261488851,0.0,200.0,200.0,1.09111966151,14.0233,148.859275,0.0201532622002,0.0,0.00671775406672,0.0,0.0,19.2150538274,0.489488478296,2.80094866573,0.0,0.0,0.0,0.00145640908166,0.143184760551,0.0487434791192,0.0,13.1831993401,1.22846501928,0.489488478296,0.909638177187,59.0410265449,16.0933791595,34.24768,0.146446366879,0.0152854335406,1.0,0.831700690329,0.0,0.0,0.0,145.744020738,200.0,75.1388293336,0.0,0.0,0.0,0.0,0.0,225.017,0.0,20.5065282393
