Scenario,User,st_a_ave,st_ag,st_angle_ave,st_cl,st_d_f_ave,st_d_lf_ave,st_d_rf_ave,st_ls_a,st_ls_l,st_ls_r,st_nc,st_os,st_t_stamp,st_tc,st_v_ave
0.0,25.0,0.833373949913,0,0,0,20.4931403134,121.384217131,44.4286514188,0,0,0,0,0,180.055,0,14.1825771685
1.0,25.0,1.3249198478,0,0,2,20.8558406591,77.2926666981,200.0,0,0,0,0,0,180.007,0,12.929691585
0.0,26.0,0.427341885469,0,0,2,16.9666145862,39.8184260701,200.0,0,0,0,0,0,180.039,0,11.712031558
1.0,26.0,0.518701897711,0,0,2,26.4804436226,43.9841052426,200.0,0,0,0,0,0,180.027,0,15.1828652957
0.0,27.0,1.28502431965,0,0,1,18.0940974516,57.4469043337,123.381627165,0,0,0,0,0,180.102,0,17.408652505
1.0,27.0,1.00017497271,0,0,2,16.8576932727,49.8371618807,200.0,0,0,0,0,0,180.039,0,19.79396698
0.0,28.0,1.04151725633,0,0,0,35.4763969999,104.01235425,101.034637211,0,0,0,0,0,180.028,0,18.0867447948
1.0,28.0,0.868499393914,1,0,2,19.5583104789,46.1583121465,73.4541926725,1,0,1,0,0,180.009,1,14.5475432953
0.0,29.0,0.610156482688,0,0,2,20.0630288275,37.039728939,200.0,0,0,0,0,0,180.092,0,18.1926136937
1.0,29.0,0.607532733845,0,0,1,66.3691890256,66.085635026,38.6163931763,0,0,0,0,0,180.042,0,13.9785355996
0.0,30.0,0.815356035601,0,0,2,76.5475124795,38.7978373742,200.0,0,0,0,0,0,180.085,0,20.1890007121
1.0,30.0,0.927345522814,0,0,2,138.168182106,88.7177395914,200.0,0,0,0,0,0,180.036,0,15.7177687287
0.0,31.0,0.307649351767,0,0,2,31.1955798751,51.8407539513,200.0,0,0,0,0,0,180.005,0,16.3005981201
1.0,31.0,0.572132006111,0,0,2,20.2294145492,19.9266892963,200.0,0,0,0,0,0,180.005,0,13.5715690918
0.0,32.0,0.286189928804,0,0,2,107.83183559,44.529727306,200.0,0,0,0,0,0,180.024,0,24.2957712793
1.0,32.0,0.797570335861,0,0,2,53.3763887317,132.451068049,154.398611302,0,0,0,0,0,180.09,0,18.9594766415
0.0,33.0,1.32717216293,0,0,0,141.646463714,200.0,72.9399855104,0,0,0,0,0,180.08,0,14.9233344461
1.0,33.0,0.312607667356,0,0,1,153.844947044,90.3280407969,163.264794208,0,0,0,0,0,180.05,0,15.3252057345
0.0,34.0,0.513594711404,0,0,1,131.165697671,114.221996923,176.092836336,0,0,0,0,0,180.119,0,14.9257647668
1.0,34.0,0.367585398948,0,0,2,138.49929096,42.3989116679,200.0,0,0,0,0,0,180.121,0,15.1605808767
0.0,35.0,0.913173905498,0,0,2,33.1876335959,30.0807286472,200.0,0,0,0,0,0,180.093,0,19.6007818722
1.0,35.0,0.799937407222,0,0,0,24.4621934764,200.0,73.8816250497,0,0,0,0,0,180.038,0,15.4836664422
0.0,36.0,0.827030453085,0,0,2,25.7931481245,54.9586440265,200.0,0,0,0,0,0,180.059,0,14.4999603205
1.0,36.0,1.05454517021,1,0,1,33.4388989976,140.641300713,88.6716000133,0,0,0,1,0,180.141,1,12.3529033953
0.0,37.0,0.939132192942,0,0,2,20.5725816979,57.7468996401,200.0,0,0,0,0,0,180.043,0,15.3790228301
1.0,37.0,1.75861706774,0,0,2,63.0912694754,71.3667605047,158.832165157,0,0,0,0,0,180.0,0,15.6660761693
0.0,38.0,0.971652916272,0,0,2,92.7229302632,51.1293660264,200.0,0,0,0,0,0,180.128,0,15.5234008441
1.0,38.0,0.472478805865,0,0,2,46.796342398,49.4028435354,117.728306271,0,0,0,0,0,180.14,0,14.5330710286
0.0,39.0,0.377680929845,0,0,2,46.2428600686,178.223931696,200.0,0,0,0,0,0,180.02,0,13.43359998
1.0,39.0,0.312495582779,0,0,2,38.1421907199,37.4762166506,132.249347826,0,0,0,0,0,180.054,0,13.1664620471
0.0,40.0,0.486522366596,1,0,2,200.0,94.4967459032,200.0,0,0,0,0,1,180.09,0,27.7945862696
1.0,40.0,0.831011974404,1,0,2,18.2295501931,36.0342524122,200.0,1,0,1,0,0,180.08,1,17.2363439502
0.0,41.0,0.717997271751,1,0,2,127.416472955,30.3032866917,200.0,0,0,0,0,1,180.075,1,18.4379845995
1.0,41.0,0.807416400206,0,0,0,71.0503208336,200.0,63.8485038705,0,0,0,0,0,180.12,0,15.8958401288
0.0,42.0,0.824800925985,0,0,1,24.3550056524,52.7786141418,89.7731824254,0,0,0,0,0,180.127,0,14.0454965279
1.0,42.0,1.13807114463,0,0,2,55.6522055417,50.6224917882,86.6482834962,0,0,0,0,0,180.055,0,18.0510115312
0.0,43.0,0.534966955368,0,0,2,18.9391560406,22.8797504773,200.0,0,0,0,0,0,180.077,0,16.8914636237
1.0,43.0,0.646425739017,0,0,2,31.7370701833,87.5355527604,200.0,0,0,0,0,0,180.12,0,14.64656456
0.0,44.0,0.426689547184,0,0,2,65.9807359032,84.8108115102,197.925784234,0,0,0,0,0,180.054,0,18.5773776404
1.0,44.0,0.440513386719,0,0,2,17.2419628284,46.2183017046,200.0,0,0,0,0,0,180.122,0,16.9309783371
0.0,45.0,0.437923746921,0,0,2,45.5848004276,47.6311210337,200.0,0,0,0,0,0,180.028,0,17.7701406221
1.0,45.0,0.515839702396,0,0,2,17.1347331871,27.5079995881,200.0,0,0,0,0,0,180.024,0,16.8388727901
0.0,46.0,0.308559868645,0,0,2,32.4057583519,70.5113183558,200.0,0,0,0,0,0,180.073,0,16.4838415347
1.0,46.0,0.377889116082,0,0,2,97.213009002,38.4608308351,175.125174704,0,0,0,0,0,180.041,0,24.413501539
0.0,47.0,1.29639332664,1,0,1,45.2610944323,180.646517981,54.5168728594,1,0,1,0,1,180.022,0,20.3240174645
1.0,47.0,1.07215128863,0,0,1,14.9419684638,33.2876814774,15.2755725236,0,0,0,0,0,180.005,0,14.9045194056
0.0,0.0,0.541239148042,0,0,2,57.0252219767,32.6946370645,200.0,0,0,0,0,0,185.018,0,14.3522393611
1.0,0.0,0.553813892894,0,0,2,189.693681158,58.3509948266,200.0,0,0,0,0,0,185.05,0,22.106813382
0.0,1.0,1.03304121185,0,0,0,160.500097475,107.997376696,122.294823278,0,0,0,0,0,185.002,0,16.7729686857
1.0,1.0,0.729332352296,0,0,2,24.151166276,30.0931716283,200.0,0,0,0,0,0,185.017,0,15.0288313466
0.0,2.0,0.234706456549,0,0,2,58.7991030534,42.1499062341,200.0,0,0,0,0,0,185.002,0,20.9075711357
1.0,2.0,0.774659607186,0,0,0,123.717308695,175.449247586,53.4481110175,0,0,0,0,0,185.035,0,22.0624233176
0.0,3.0,1.06473691828,0,0,2,80.8920742247,53.9915322177,181.843811921,0,0,0,0,0,185.034,0,18.519006262
1.0,3.0,1.42952942451,1,0,0,40.0452445621,164.534395084,61.5269061455,1,1,0,0,0,185.0,1,15.8161288855
0.0,4.0,0.948941050856,0,0,2,31.752859954,39.6164153714,191.774004288,0,0,0,0,0,185.066,0,12.4955290104
1.0,4.0,0.691847070392,0,0,0,9.16942419405,200.0,60.688852409,0,0,0,0,0,185.033,0,11.0726915293
0.0,5.0,1.10801800233,0,0,0,83.1773010484,200.0,44.313182367,0,0,0,0,0,185.049,0,16.3876208674
1.0,5.0,2.66280644655,0,0,2,16.4809595787,48.860668868,112.214073198,0,0,0,0,0,185.031,0,11.9171460503
0.0,6.0,0.478542214383,1,0,0,49.8794568786,121.133601433,84.7846027192,1,1,0,0,0,185.017,0,18.4443380413
1.0,6.0,1.2618213638,1,0,2,51.419958796,104.541316507,129.335398305,1,0,1,0,0,185.049,1,21.6862802805
0.0,7.0,2.67927643326,0,0,0,113.188686442,181.184065576,38.5389198954,0,0,0,0,0,185.035,0,11.6880929114
1.0,7.0,1.871019114,1,0,2,26.4520667777,38.131808208,154.12628673,1,0,1,0,0,185.046,1,17.8436858306
0.0,8.0,1.1296604452,0,0,2,90.9905425687,37.9517282332,192.513627883,0,0,0,0,0,185.019,0,19.8352770215
1.0,8.0,1.67577161013,0,0,0,24.5957874852,200.0,27.6268975935,0,0,0,0,0,185.046,0,12.8914427548
0.0,9.0,2.31680106307,1,0,1,14.5323230284,24.8346864554,27.237392276,1,0,1,0,0,185.016,1,7.07038350393
1.0,9.0,1.7926634182,1,0,0,83.4691010537,142.929325101,78.8362145707,1,1,0,0,1,185.05,1,19.6567901647
0.0,10.0,1.08436289022,0,0,0,66.1869096362,67.4226510333,168.674709515,0,0,0,0,0,185.019,0,13.9033182931
1.0,10.0,1.81748468294,0,0,0,38.1573511847,95.3110742448,145.28024705,0,0,0,0,0,185.016,0,18.2773638073
0.0,11.0,0.74481238422,0,0,2,43.3471501479,39.9024806369,200.0,0,0,0,0,0,185.033,0,22.4130657275
1.0,11.0,0.528225441976,0,0,2,49.3988077459,50.4131485907,119.905323459,0,0,0,0,0,185.05,0,18.5493956856
0.0,12.0,1.28430215015,0,0,1,20.052849415,57.1941835361,31.8636731419,0,0,0,0,0,185.119,0,13.2880690776
1.0,12.0,1.08806214156,0,0,2,14.812497245,46.6167897589,44.1332747499,0,0,0,0,0,185.016,0,14.2492288874
0.0,13.0,0.460045534064,0,0,2,14.873465247,38.23551832,200.0,0,0,0,0,0,185.002,0,16.5062910794
1.0,13.0,0.515035382477,0,0,2,72.488732202,43.4363858652,159.138201802,0,0,0,0,0,185.099,0,19.6643592077
0.0,14.0,0.916066271825,0,0,2,31.4980775405,60.6989568142,178.188153215,0,0,0,0,0,185.004,0,18.0303942065
1.0,14.0,1.16474222052,1,0,1,31.3164900544,110.601848783,103.088821027,0,0,0,0,1,185.133,0,20.424902495
0.0,15.0,0.675359466224,1,0,1,37.2928230102,37.655536585,144.183651307,1,1,0,0,0,185.117,0,19.9647780677
1.0,15.0,0.313977895427,0,0,2,63.5990904844,93.9862012261,116.895885311,0,0,0,0,0,185.133,0,16.9540155494
0.0,16.0,0.409320117976,0,0,2,37.449653482,44.9326032027,200.0,0,0,0,0,0,185.051,0,18.3886727357
1.0,16.0,1.85447706206,0,0,1,31.1588439861,180.572690482,29.821065183,0,0,0,0,0,185.099,0,12.1223952583
0.0,17.0,2.19067834737,0,0,1,69.4593673099,73.7535128439,140.692029058,0,0,0,0,0,185.115,0,13.4748553597
1.0,17.0,1.17140017731,0,0,2,11.5614066844,79.3520089144,200.0,0,0,0,0,0,185.116,0,19.9483959422
0.0,18.0,0.443585409685,0,0,1,18.564806824,54.3548910929,35.1521477776,0,0,0,0,0,185.018,0,14.598101989
1.0,18.0,0.465816496112,0,0,2,20.4407061862,11.9743148626,200.0,0,0,0,0,0,185.079,0,16.3430961772
0.0,19.0,0.473227413203,0,0,2,39.5642512011,70.3565663941,200.0,0,0,0,0,0,185.131,0,13.8005023888
1.0,19.0,0.851304749603,1,0,1,138.54691431,191.001167514,104.356417723,1,1,0,0,0,185.082,0,8.70526655927
0.0,20.0,0.427233588134,0,0,1,33.7839168234,5.02695176406,35.1623777299,0,0,0,0,0,185.013,0,13.4720949703
1.0,20.0,0.657628335912,1,0,1,22.0703215129,36.3601079668,168.496549293,1,1,0,0,0,185.143,0,20.0407147622
0.0,21.0,1.13992600456,0,0,2,64.9970436885,44.5331551782,200.0,0,0,0,0,0,185.143,0,19.4869254662
1.0,21.0,0.596405265333,1,0,1,50.5997471363,87.6521493953,29.8306381983,1,1,0,0,0,185.042,0,20.2802532071
0.0,22.0,0.936138854137,0,0,2,79.3911814251,50.724412458,200.0,0,0,0,0,0,185.141,0,21.6330853918
1.0,22.0,1.2646808356,0,0,0,83.0345713457,200.0,31.105300624,0,0,0,0,0,185.108,0,12.1240188153
0.0,23.0,0.865456527062,0,0,2,142.204246059,97.7164626298,200.0,0,0,0,0,0,185.141,0,23.0782287982
1.0,23.0,0.555071010131,0,0,2,28.9654480474,106.969918586,35.5325992039,0,0,0,1,0,185.158,0,14.8071562306
0.0,24.0,0.768368053509,0,0,2,8.70687814099,30.9605960842,200.0,0,0,0,0,0,185.023,0,15.4584454824
1.0,24.0,0.58551059448,1,0,2,7.81650031473,28.0070224659,200.0,1,0,1,0,0,185.122,1,13.2078568159
0.0,25.0,0.939903245423,0,0,0,20.6207691465,148.503770523,34.7917301315,0,0,0,0,0,185.022,0,14.2548587233
1.0,25.0,1.54650480032,1,0,2,44.4975353714,73.8274400207,200.0,0,0,0,0,1,185.087,0,13.8076750508
0.0,26.0,0.473004638486,0,0,2,18.579121861,52.1352943746,200.0,0,0,0,0,0,185.022,0,11.5901363706
1.0,26.0,0.688724607101,1,0,2,28.8499203963,53.4832206315,200.0,1,1,1,0,0,185.074,0,15.3895597835
0.0,27.0,1.33414442958,0,0,1,18.8744603807,63.0449952449,126.114873448,0,0,0,0,0,185.018,0,18.7315616641
1.0,27.0,1.10012473322,1,0,2,16.9283797351,54.4197605227,200.0,1,0,1,0,0,185.071,0,19.9601896595
0.0,28.0,1.0431778018,0,0,0,38.2298548097,134.952406996,83.3998649709,0,0,0,0,0,185.011,0,18.1035880257
1.0,28.0,0.757679256131,1,0,1,18.1802140979,39.4023303683,74.929399336,1,0,1,0,0,185.008,0,13.785346223
0.0,29.0,0.610156482688,0,0,2,23.2388445285,38.7187905106,200.0,0,0,0,0,0,185.041,0,18.6941112904
1.0,29.0,0.514094665372,1,0,1,66.381656673,68.0817897778,36.7521814061,1,1,0,0,0,185.109,0,14.1414185949
0.0,30.0,0.88399930758,0,0,2,71.5571268097,35.4823113998,200.0,0,0,0,0,0,185.103,0,19.1349988419
1.0,30.0,0.420275989381,0,0,2,130.377124234,82.5093764244,200.0,0,0,0,0,0,185.051,0,16.9380288275
0.0,31.0,0.329505081578,0,0,2,25.2628860317,61.3358500125,200.0,0,0,0,0,0,185.139,0,15.4387812709
1.0,31.0,0.564773468221,0,0,2,17.9914740003,20.515031915,200.0,0,0,0,0,0,185.021,0,12.948470708
0.0,32.0,0.221464833025,1,0,2,97.3323019333,40.3170350181,200.0,1,1,1,0,0,185.105,0,24.1284581667
1.0,32.0,0.788717657054,0,0,2,50.4575165116,103.39458287,154.143761161,0,0,0,0,0,185.122,0,19.2175961649
0.0,33.0,1.41488472636,0,0,0,141.743781242,200.0,63.0026723262,0,0,0,0,0,185.013,0,12.1979524621
1.0,33.0,0.344414356974,1,0,1,124.178284651,114.794805755,138.967247797,1,1,0,0,0,185.066,1,15.6298265601
0.0,34.0,0.513594711404,0,0,1,121.088523065,104.234071572,200.0,0,0,0,0,0,185.085,0,14.34990065
1.0,34.0,0.311412220353,0,0,2,127.615199987,45.1162803186,200.0,0,0,0,0,0,185.086,0,15.6715944917
0.0,35.0,0.788759606936,0,0,2,28.1320848147,34.3557467725,200.0,0,0,0,0,0,185.01,0,18.6910550734
1.0,35.0,0.713613004138,0,0,0,29.2930942698,200.0,56.5071207672,0,0,0,0,0,185.073,0,15.7263979742
0.0,36.0,0.998604447807,0,0,2,29.0867273687,65.4316309427,200.0,0,0,0,0,0,185.159,0,14.2529941331
1.0,36.0,1.49731037369,0,0,1,28.8914821229,112.397392491,86.0872408154,0,0,0,0,0,185.106,0,11.6095799759
0.0,37.0,1.14546799179,0,0,2,23.2374077888,60.5991721551,200.0,0,0,0,0,0,185.129,0,16.7997498265
1.0,37.0,1.46302737576,0,0,2,62.689904345,59.0261687886,185.312047505,0,0,0,0,0,185.134,0,17.3188866384
0.0,38.0,1.02492457735,0,0,2,117.468266316,51.5122274694,200.0,0,0,0,0,0,185.11,0,15.6124711904
1.0,38.0,0.461063060937,0,0,2,51.8170749917,46.721155676,139.144659519,0,0,0,0,0,185.039,0,14.740009268
0.0,39.0,0.330336174735,0,0,2,44.8683959564,148.166666323,200.0,0,0,0,0,0,185.037,0,13.6472740306
1.0,39.0,0.368864228938,0,0,2,37.8234725926,30.0742597849,160.454944026,0,0,0,0,0,185.088,0,13.3485451687
0.0,40.0,0.470312504666,1,0,2,193.459259403,87.6416634485,200.0,0,0,0,0,1,185.005,0,27.7976381445
1.0,40.0,0.979859282217,1,0,1,19.5747234701,49.4897878348,193.561453292,1,0,1,0,0,185.129,0,18.194514548
0.0,41.0,0.643408451782,1,0,2,153.055656175,47.5664759703,200.0,0,0,0,0,1,185.075,1,20.2652752271
1.0,41.0,0.830183366334,0,0,0,60.4133781383,200.0,53.212411025,0,0,0,0,0,185.086,0,16.1229174727
0.0,42.0,1.03507360114,1,0,1,24.4737966487,55.993729417,88.2048443893,1,1,0,0,0,185.01,0,14.3634285662
1.0,42.0,1.28967589165,0,0,2,51.4328822384,40.2313742756,114.860748868,0,0,0,0,0,185.137,0,17.6773117069
0.0,43.0,0.600329058686,0,0,2,19.1962984924,24.0404728798,200.0,0,0,0,0,0,185.059,0,16.8407411423
1.0,43.0,0.62037460515,0,0,2,30.7459710344,116.177950383,200.0,0,0,0,0,0,185.037,0,14.1957307373
0.0,44.0,0.523394701971,0,0,2,69.6127980599,88.4918834022,197.924677912,0,0,0,0,0,185.038,0,18.6908474098
1.0,44.0,0.493545482424,0,0,2,16.6565781431,50.0555300895,200.0,0,0,0,0,0,185.091,0,17.0498736861
0.0,45.0,0.40692232086,0,0,2,40.719112164,43.5703985418,200.0,0,0,0,0,0,185.109,0,17.9304043926
1.0,45.0,0.500749484096,0,0,2,17.1408202516,30.6718949887,200.0,0,0,0,0,0,185.106,0,16.8098498498
0.0,46.0,0.409818638819,0,0,2,32.2921053234,66.41839989,200.0,0,0,0,0,0,185.057,0,15.6941359895
1.0,46.0,0.360076057938,0,0,2,68.0846206281,28.9926204547,175.052042784,0,0,0,0,0,185.124,0,22.4759495256
0.0,47.0,1.24717402775,1,0,0,42.3797872922,180.143329148,60.1838918167,1,1,0,0,1,185.122,0,20.7223873762
1.0,47.0,1.12903989111,0,0,1,15.2286871517,34.6614681283,15.1676316626,0,0,0,0,0,185.122,0,14.7151158749
0.0,0.0,0.83811869735,0,0,2,54.0990420772,30.1628232976,200.0,0,0,0,0,0,190.035,0,14.1979931751
1.0,0.0,0.529735938726,1,0,2,173.587779901,55.3196635335,200.0,1,0,1,0,0,190.002,0,21.8857446747
0.0,1.0,1.29687061683,0,0,0,152.382906103,139.970357822,95.4351810357,0,0,0,0,0,190.002,0,15.3560818291
1.0,1.0,0.685984369908,0,0,2,22.6489587387,30.5760880669,200.0,0,0,0,0,0,190.016,0,14.7232238439
0.0,2.0,0.228917844197,0,0,2,51.1922366067,40.9132136039,200.0,0,0,0,0,0,190.019,0,20.70775181
1.0,2.0,0.781284837847,0,0,0,122.233672064,195.867530117,33.9945558319,0,0,0,0,0,190.0,0,21.7320081638
0.0,3.0,1.06729333929,0,0,2,89.6859198687,52.7740734071,181.843206695,0,0,0,0,0,190.018,0,19.7357317664
1.0,3.0,1.5038913245,1,0,1,39.4860687001,148.528612752,61.8999160506,1,1,0,1,0,190.05,1,14.7624177397
0.0,4.0,1.21085002957,0,0,2,34.3570413306,33.8740364433,191.774552377,0,0,0,0,0,190.048,0,11.3351576096
1.0,4.0,0.847743325419,0,0,0,9.15781515867,200.0,27.9908278543,0,0,0,0,0,190.033,0,11.1616149757
0.0,5.0,1.31968760117,0,0,0,74.9436014409,200.0,46.4864035268,0,0,0,0,0,190.032,0,15.2527685898
1.0,5.0,2.64875677136,0,0,2,15.7790331195,47.1662412108,112.214073198,0,0,0,0,0,190.014,0,10.7387473311
0.0,6.0,0.489869082138,0,0,1,52.3768896705,134.209002723,53.971794588,0,0,0,0,0,190.017,0,18.35685004
1.0,6.0,1.11779751575,1,0,1,53.5786621418,120.956601545,119.046068062,1,0,1,0,1,190.016,1,21.8597253417
0.0,7.0,2.46930613113,1,0,0,117.93579205,200.0,41.8531920499,1,1,0,0,0,190.034,0,13.5935148622
1.0,7.0,1.57030284834,1,0,1,30.6893413706,54.418216673,172.013088823,1,1,0,0,1,190.013,0,20.0594404211
0.0,8.0,1.01503382895,0,0,2,102.061852408,44.8881860616,192.505387929,0,0,0,0,0,190.019,0,20.8000799847
1.0,8.0,1.8356864584,0,0,0,18.3540693167,200.0,35.8307608096,0,0,0,0,0,190.03,0,10.999619024
0.0,9.0,2.47499201303,1,0,0,19.9434257775,55.0445696144,36.2173465979,1,1,0,0,0,190.033,0,7.99656415139
1.0,9.0,1.77053298655,1,0,2,77.8912593977,162.192857892,66.0613306752,0,0,0,0,1,190.016,0,19.6588635884
0.0,10.0,1.96051094569,0,0,0,83.5335120621,97.0777512973,144.661203487,0,0,0,0,0,190.018,0,10.7911425745
1.0,10.0,1.72298122722,1,0,0,32.584660598,122.909738292,115.509732491,0,0,0,0,0,190.015,1,17.8205272246
0.0,11.0,0.791143458967,0,0,2,44.8574134418,47.0459097832,200.0,0,0,0,0,0,190.049,0,23.0601834864
1.0,11.0,0.506037665946,1,0,2,48.788704783,48.7552396076,149.720807798,1,0,1,0,0,190.117,0,19.267224493
0.0,12.0,1.36283095283,0,0,1,19.0514286962,44.4358581437,33.7771308104,0,0,0,0,0,190.102,0,13.9869667593
1.0,12.0,1.2231871131,1,0,2,16.8227527202,45.3540965763,60.5642249526,1,1,1,0,0,190.0,0,14.6714134996
